id,web_name,full_name,team_short,team_name,position,price,price_change_this_gw,price_change_season,status,chance_playing_this_round,chance_playing_next_round,news,news_added,total_points,event_points,points_per_game,form,ep_next,ep_this,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,defensive_contribution_per_90,influence,creativity,threat,ict_index,selected_by_percent,transfers_in_event,transfers_out_event,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,dreamteam_count
224,Nketiah,Eddie Nketiah,CRY,Crystal Palace,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,55,1,0,0,0,2,0,0,0,0,0,0,0,12,0.60,0.58,1.18,0.84,1,1,1,3,4.91,10.4,24.5,23.0,5.8,0.5,1952,3396,0.2,,,,0
225,Uche,Christantus Uche,CRY,Crystal Palace,FWD,5.0,0.0,0.0,u,0,0,has returned to Getafe CF,2026-07-23T12:18:56.275922Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,,0
241,McNeil,Dwight McNeil,CRY,Crystal Palace,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,62,1,0,0,0,2,0,0,0,0,0,0,0,11,0.05,0.02,0.07,0.98,3,2,0,5,7.26,9.6,4.7,2.0,1.6,0.2,221,930,0.4,,,,0
555,Matthews,Remi Matthews,CRY,Crystal Palace,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.8,3732,4003,0.0,,,,0
577,Tomiyasu,Takehiro Tomiyasu,CRY,Crystal Palace,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.01,0.01,0.14,1,1,0,1,5.0,2.4,2.4,0.0,0.5,0.4,617,1577,0.2,,,,0
588,Khalaili,Anan Khalaili,CRY,Crystal Palace,DEF,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0.00,0.16,0.16,0.27,5,3,4,9,23.14,24.0,26.5,4.0,5.5,0.1,313,470,0.2,,,,0
595,Gozo,Zavier Gozo,CRY,Crystal Palace,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,82,98,0.0,,,,0
21,Nørgaard,Christian Nørgaard,EVE,Everton,MID,5.0,0.0,0.0,i,0,0,Unspecified injury - Unknown return date,2026-08-15T20:00:06.779594Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,76,1942,0.0,,,,0
209,Johnson,Brennan Johnson,EVE,Everton,MID,6.0,0.0,0.0,a,,,,,1,1,1.0,1.0,2.2,2.2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.29,2,0,0,2,30.0,4.0,0.3,0.0,0.4,0.2,343,1515,0.2,,,,0
226,Pickford,Jordan Pickford,EVE,Everton,GKP,5.5,0.0,0.0,a,,,,,7,7,7.0,7.0,3.3,3.3,90,1,0,0,1,0,0,0,0,0,0,4,0,34,0.00,0.02,0.02,1.96,0,12,0,0,0.0,31.8,0.0,0.0,3.2,8.7,41553,14729,1.3,,,,0
227,Travers,Mark Travers,EVE,Everton,GKP,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,172,243,0.0,,,,0
228,King,Tom King,EVE,Everton,GKP,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,153,241,0.0,,,,0
229,Tarkowski,James Tarkowski,EVE,Everton,DEF,6.0,0.0,0.0,a,,,,,6,6,6.0,6.0,2.8,2.8,90,1,0,0,1,0,0,0,0,0,0,0,0,25,0.05,0.00,0.05,1.96,8,4,1,9,9.0,15.2,0.8,4.0,2.0,8.8,28954,18307,1.0,,,,0
230,Branthwaite,Jarrad Branthwaite,EVE,Everton,DEF,5.5,0.0,0.0,a,,,,,6,6,6.0,6.0,2.5,2.5,90,1,0,0,1,0,0,0,0,0,0,0,0,27,0.00,0.01,0.01,1.96,6,2,2,8,8.0,18.6,0.8,6.0,2.5,1.8,12797,4671,1.1,,,,0
231,Keane,Michael Keane,EVE,Everton,DEF,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5,2426,14766,0.0,,,,0
232,O'Brien,Jake O'Brien,EVE,Everton,DEF,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,1051,4142,0.0,,,,0
233,Mykolenko,Vitalii Mykolenko,EVE,Everton,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,0,1,0,0,0,0,0,0,0,0,27,0.00,0.05,0.05,1.96,4,4,0,4,4.0,12.8,13.8,2.0,2.9,1.6,12583,4490,1.3,,,,0
234,Patterson,Nathan Patterson,EVE,Everton,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,135,234,0.0,,,,0
235,Aznou,Adam Aznou,EVE,Everton,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,703,1028,0.0,,,,0
236,Dewsbury-Hall,Kiernan Dewsbury-Hall,EVE,Everton,MID,6.5,0.0,0.0,a,,,,,11,11,11.0,11.0,2.3,2.3,90,1,1,0,1,0,0,0,0,0,0,0,3,40,0.12,0.17,0.29,1.92,1,5,2,8,8.0,42.8,28.3,27.0,9.8,4.3,83460,14584,1.7,2,,,0
237,Ndiaye,Iliman Ndiaye,EVE,Everton,MID,6.0,0.0,0.0,a,,,,,9,9,9.0,9.0,2.2,2.2,90,1,0,1,1,0,0,0,0,0,0,0,1,36,0.24,0.32,0.56,1.96,0,8,4,12,12.0,40.8,39.8,48.0,12.9,16.1,72254,27464,1.5,,,1,0
239,Garner,James Garner,EVE,Everton,MID,6.0,0.0,0.0,a,25,100,,2026-07-25T14:30:10.455878Z,1,1,1.0,1.0,2.2,0.5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,0.03,0.03,0.34,0,0,1,1,8.18,4.8,11.8,2.0,1.9,0.1,797,1086,0.2,1,1,3,0
240,Iroegbunam,Tim Iroegbunam,EVE,Everton,MID,5.0,0.0,0.0,i,0,0,Thigh injury - Unknown return date,2026-08-15T20:00:06.878792Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,236,0.0,,,,0
242,George,Tyrique George,EVE,Everton,MID,5.5,0.0,0.0,a,,,,,3,3,3.0,3.0,2.0,2.0,83,1,0,0,1,0,0,0,0,0,0,0,0,13,0.18,0.08,0.26,1.67,3,4,0,7,7.59,7.0,23.4,25.0,5.5,0.3,1321,1412,0.5,,,,0
243,Alcaraz,Carlos Alcaraz Durán,EVE,Everton,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.02,0.00,0.02,0.04,0,2,1,3,270.0,5.0,0.3,17.0,2.2,0.1,534,704,0.2,,,,0
244,Armstrong,Harrison Armstrong,EVE,Everton,MID,5.0,0.0,0.0,a,,,,,8,8,8.0,8.0,1.5,1.5,90,1,0,1,1,0,0,0,0,0,0,0,0,25,0.00,0.04,0.04,1.96,3,11,2,16,16.0,28.8,14.7,4.0,4.8,0.2,6805,1251,1.6,,,,0
245,Dibling,Tyler Dibling,EVE,Everton,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,109,445,0.0,,,,0
246,Röhl,Merlin Röhl,EVE,Everton,MID,5.0,0.0,0.0,a,,,,,3,3,3.0,3.0,1.5,1.5,90,1,0,0,1,0,0,0,0,0,0,0,0,12,0.00,0.06,0.06,1.96,2,5,2,9,9.0,13.8,13.0,2.0,2.9,0.1,301,339,0.6,,,,0
247,Hackney,Hayden Hackney,EVE,Everton,MID,5.5,0.0,0.0,a,,,,,3,3,3.0,3.0,2.0,2.0,78,1,0,0,1,0,0,0,0,0,0,0,0,16,0.01,0.01,0.02,1.62,1,4,2,7,8.08,8.6,12.2,5.0,2.6,0.3,703,1316,0.5,,,,0
248,Beto,Norberto Bercique Gomes Betuncal,EVE,Everton,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,0.00,0.05,0.34,0,0,0,0,0.0,0.0,0.0,2.0,0.2,2.5,5172,23418,0.2,,,4,0
249,Barry,Thierno Barry,EVE,Everton,FWD,5.5,0.0,0.0,a,,,,,8,8,8.0,8.0,1.8,1.8,78,1,1,0,1,0,0,0,0,0,0,0,2,37,0.45,0.09,0.54,1.62,0,2,1,3,3.46,38.0,19.0,41.0,9.8,2.2,59744,10460,1.5,,,2,0
250,Leno,Bernd Leno,FUL,Fulham,GKP,4.5,0.0,0.0,a,,,,,2,2,2.0,2.0,1.9,1.9,90,1,0,0,0,3,0,0,0,0,0,3,0,11,0.00,0.00,0.00,2.24,1,9,0,0,0.0,29.6,0.0,0.0,3.0,3.0,6459,6433,0.4,,,,0
251,Lecomte,Benjamin Lecomte,FUL,Fulham,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2,843,2139,0.0,,,,0
252,McNally,Alfie McNally,FUL,Fulham,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,461,388,0.0,,,,0
253,Andersen,Joachim Andersen,FUL,Fulham,DEF,5.0,0.0,0.0,a,0,100,,2026-07-23T12:01:23.516350Z,0,0,0.0,0.0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,980,328,0.0,,,,0
254,Robinson,Antonee Robinson,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,81,1,0,0,0,3,0,0,0,0,0,0,0,4,0.13,0.04,0.17,2.21,4,5,3,7,7.78,21.6,25.2,3.0,5.0,1.7,6918,5712,0.2,,,2,0
255,J.Cuenca,Jorge Cuenca Barreno,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,3,3,3.0,3.0,1.7,1.7,90,1,0,0,0,3,0,0,0,0,0,0,0,7,0.00,0.03,0.03,2.24,9,3,1,10,10.0,32.8,21.3,0.0,5.4,0.0,400,120,0.7,,,,0
256,Tete,Kenny Tete,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,230,1173,0.0,,,,0
257,Bassey,Calvin Bassey,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.7,1.7,90,1,0,0,0,3,0,0,0,1,0,0,0,1,0.02,0.02,0.04,2.24,3,4,1,4,4.0,13.8,3.8,2.0,2.0,0.8,4830,3482,0.0,,,,0
258,Castagne,Timothy Castagne,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.7,1.7,90,1,0,2,0,3,0,0,0,1,0,0,0,21,0.09,0.18,0.27,2.24,5,4,1,6,6.0,38.0,27.8,23.0,8.9,0.4,5183,1090,1.3,,,,0
261,Iwobi,Alex Iwobi,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,90,1,0,0,0,3,0,0,0,0,0,0,0,17,0.00,0.04,0.04,2.24,3,6,1,10,10.0,12.4,11.3,0.0,2.4,1.0,3580,5339,0.4,1,1,3,0
262,Smith Rowe,Emile Smith Rowe,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,865,2730,0.0,,,,0
263,Kevin,Kevin Santos Lopes de Macedo,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,2.0,2.0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00,0.01,0.01,0.03,0,1,2,3,15.88,5.2,1.9,0.0,0.7,0.1,259,502,0.2,3,,,0
264,Bobb,Oscar Bobb,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,66,1,0,0,0,3,0,0,0,0,0,0,0,10,0.00,0.26,0.26,2.21,1,2,3,6,8.18,9.8,13.8,6.0,3.0,0.3,2657,1835,0.4,2,,,0
265,Berge,Sander Berge,FUL,Fulham,MID,5.0,0.0,0.0,a,,,,,2,2,2.0,2.0,1.5,1.5,72,1,0,0,0,3,0,0,0,0,0,0,0,14,0.03,0.03,0.06,2.21,1,2,1,4,5.0,13.6,23.1,7.0,4.4,0.4,958,2012,0.4,,,,0
266,Cairney,Tom Cairney,FUL,Fulham,MID,5.0,0.0,0.0,i,0,0,Knee injury - Expected back 10 Oct,2026-08-14T18:00:06.460944Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,80,0.0,,,,0
268,King,Josh King,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,7,7,7.0,7.0,2.0,2.0,90,1,1,0,0,3,0,0,0,0,0,0,0,34,0.17,0.04,0.21,2.24,2,4,2,8,8.0,41.6,15.6,41.0,9.8,0.4,18144,1712,1.3,,,,0
269,Sessegnon,Ryan Sessegnon,FUL,Fulham,DEF,4.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.7,1.7,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0.03,0.00,0.03,0.03,1,1,0,1,5.29,6.6,0.5,19.0,2.6,0.4,640,1597,0.2,,,,0
270,Reed,Harrison Reed,FUL,Fulham,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.5,3963,8739,0.0,,,,0
271,Muniz,Rodrigo Muniz Carvalho,FUL,Fulham,FWD,5.5,0.0,0.0,a,,,,,1,1,1.0,1.0,1.8,1.8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0.02,0.00,0.02,0.03,1,0,0,1,11.25,6.0,11.5,7.0,2.5,0.6,1682,3823,0.2,,,,0
272,Kusi-Asare,Jonah Kusi-Asare,FUL,Fulham,FWD,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,7.1,15401,26208,0.0,,,,0
569,Gonzalo,Gonzalo García,FUL,Fulham,FWD,6.0,0.0,0.0,a,,,,,6,6,6.0,6.0,2.0,2.0,90,1,1,0,0,3,0,0,0,0,0,0,0,33,0.73,0.01,0.74,2.24,0,1,1,2,2.0,37.2,4.3,40.0,8.2,2.9,58776,7717,1.0,,,1,0
570,Palacios,César Palacios,FUL,Fulham,MID,5.5,0.0,0.0,a,,,,,2,2,2.0,2.0,2.0,2.0,72,1,0,0,0,3,0,0,0,0,0,0,0,10,0.16,0.01,0.17,2.21,0,2,2,4,5.0,2.8,7.3,8.0,1.8,0.2,591,1031,0.4,,,,0
580,Charles,Shea Charles,FUL,Fulham,MID,5.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.5,1.5,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00,0.00,0.00,0.03,0,2,1,3,11.74,3.4,1.3,0.0,0.5,0.1,252,469,0.2,,,,0
610,De Fougerolles,Luc De Fougerolles,FUL,Fulham,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1297,140,0.0,,,,0
273,Phillips,Dillon Phillips,HUL,Hull City,GKP,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,1.6,1940,3956,0.0,,,,0
274,Butland,Jack Butland,HUL,Hull City,GKP,4.5,0.0,0.0,i,0,0,Arm injury - Unknown return date,2026-08-08T19:00:05.601633Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,85,1198,0.0,,,,0
275,Cartwright,Harvey Cartwright,HUL,Hull City,GKP,4.0,0.0,0.0,u,0,0,Has joined Grimsby Town on loan for the rest of the season,2026-07-29T13:00:27.959925Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,89,0.0,,,,0
276,Lo-Tutala,Thimothée Lo-Tutala,HUL,Hull City,GKP,4.0,0.0,0.0,u,0,0,Has joined Colchester United on loan for the rest of the season,2026-08-17T13:50:27.125537Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,282,0.0,,,,0
277,Egan,John Egan,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,8,8,8.0,8.0,1.0,1.0,90,1,0,0,1,0,0,0,0,0,0,0,0,27,0.00,0.00,0.00,1.83,20,3,1,21,21.0,43.4,0.1,2.0,4.6,1.9,30588,5482,2.0,,,,0
278,Hughes,Charlie Hughes,HUL,Hull City,DEF,4.0,0.0,0.0,i,0,0,Groin injury - Unknown return date,2026-08-02T09:00:11.030017Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,64,1609,0.0,,,,0
279,Ajayi,Semi Ajayi,HUL,Hull City,DEF,4.0,0.0,0.0,d,,75,Hamstring injury - 75% chance of playing,2026-08-22T17:30:07.668197Z,14,14,14.0,14.0,0.8,1.0,63,1,1,0,1,0,0,0,0,0,0,0,2,39,0.52,0.00,0.52,0.86,7,3,0,7,10.0,44.2,0.2,35.0,7.9,1.5,42037,9686,3.5,,,,1
280,Coyle,Lewie Coyle,HUL,Hull City,DEF,4.0,0.0,0.0,d,,75,Ankle injury - 75% chance of playing,2026-08-22T17:30:07.685683Z,6,6,6.0,6.0,0.8,1.0,69,1,0,0,1,0,0,0,0,0,0,0,0,23,0.00,0.01,0.01,1.16,1,3,1,2,2.61,5.8,11.3,0.0,1.7,0.6,1299,3188,1.5,,,,0
281,Drameh,Cody Drameh,HUL,Hull City,DEF,4.0,0.0,0.0,a,100,100,,2026-08-08T19:00:05.613036Z,1,1,1.0,1.0,1.0,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0.05,0.00,0.05,0.67,2,2,1,3,13.5,2.2,0.0,1.0,0.3,0.1,734,234,0.2,,,,0
282,Giles,Ryan Giles,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,6,6,6.0,6.0,1.0,1.0,84,1,0,0,1,0,0,0,0,0,0,0,0,24,0.02,0.07,0.09,1.76,5,1,1,6,6.43,13.8,18.8,4.0,3.7,0.9,8990,2133,1.5,1,1,,0
283,Jacob,Matty Jacob,HUL,Hull City,DEF,4.0,0.0,0.0,i,0,0,Hip injury - Expected back 5 Sep,2026-08-02T09:00:11.038361Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31,157,0.0,,,,0
284,McCarthy,Cathal McCarthy,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,476,633,0.0,,,,0
285,McNair,Paddy McNair,HUL,Hull City,DEF,4.0,0.0,0.0,a,,,,,1,1,1.0,1.0,1.0,1.0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00,0.00,0.00,0.96,2,1,0,2,6.92,4.2,0.0,0.0,0.4,0.1,470,418,0.2,,,,0
286,Belloumi,Mohamed Belloumi,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,3,3,3.0,3.0,1.5,1.5,90,1,0,0,1,0,0,0,0,0,0,0,0,8,0.05,0.03,0.08,1.83,3,3,4,10,10.0,10.6,2.2,7.0,2.0,0.6,8485,2203,0.6,3,2,,0
287,Millar,Liam Millar,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,19,0,0,0,0,0,0,0,0,1,0,0,0,2,0.00,0.00,0.00,0.67,1,1,1,3,14.21,2.0,0.3,2.0,0.4,0.1,219,550,0.0,,,,0
288,Dowell,Kieran Dowell,HUL,Hull City,MID,4.5,0.0,0.0,a,,,,,0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,1102,2640,0.0,,,,0
289,Crooks,Matt Crooks,HUL,Hull City,MID,4.5,0.0,0.0,a,,,,,2,2,2.0,2.0,1.0,1.0,90,1,0,0,1,0,0,0,0,1,0,0,0,9,0.00,0.00,0.00,1.83,4,1,4,9,9.0,19.0,2.4,0.0,2.1,0.7,6160,3447,0.4,,,,0
290,Slater,Regan Slater,HUL,Hull City,MID,4.5,0.0,0.0,a,,,,,6,6,6.0,6.0,1.0,1.0,90,1,0,1,1,0,0,0,0,0,0,0,0,20,0.00,0.44,0.44,1.83,0,2,1,3,3.0,18.4,19.3,0.0,3.8,3.6,51743,12394,1.3,2,,,0
291,Matazo,Eliot Matazo,HUL,Hull City,MID,4.5,0.0,0.0,i,0,0,Knee injury - Unknown return date,2026-07-23T12:01:23.532635Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,57,0.0,,,,0
292,Ömür,Abdülkadir Ömür,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,159,243,0.0,,,,0
293,Kamara,Abu Kamara,HUL,Hull City,MID,5.0,0.0,0.0,u,0,0,Has joined Portsmouth permanently,2026-08-12T14:08:23.542043Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,142,0.0,,,,0
294,Zambrano,Óscar Zambrano,HUL,Hull City,MID,4.5,0.0,0.0,i,0,0,Thigh injury - Unknown return date,2026-08-04T18:30:11.016909Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,299,1560,0.0,,,,0
295,McBurnie,Oli McBurnie,HUL,Hull City,FWD,5.5,0.0,0.0,a,,,,,5,5,5.0,5.0,1.8,1.8,90,1,0,1,1,0,0,0,0,0,0,0,0,21,0.16,0.01,0.17,1.83,3,2,0,5,5.0,17.2,21.1,52.0,9.0,1.8,46370,7695,0.9,,,1,0
296,Akintola,David Akintola,HUL,Hull City,MID,5.0,0.0,0.0,a,,,,,0,0,0.0,0.0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,645,626,0.0,,,,0
297,Gyabi,Darko Gyabi,HUL,Hull City,MID,4.5,0.0,0.0,i,0,0,Thigh injury - Unknown return date,2026-08-04T18:30:11.027155Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,398,0.0,,,,0
298,Destan,Enis Destan,HUL,Hull City,FWD,4.5,0.0,0.0,u,0,0,Has joined Konyaspor permanently,2026-08-17T13:50:27.145733Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4,0,6475,0.0,,,,0
299,Burstow,Mason Burstow,HUL,Hull City,FWD,4.5,0.0,0.0,u,0,0,Has joined Sheffield Wednesday on loan for the rest of the season,2026-08-03T14:05:20.234842Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0,928,0.0,,,,0
340,Gelhardt,Joe Gelhardt,HUL,Hull City,MID,5.0,0.0,0.0,i,0,0,Ankle injury - Expected back 5 Sep,2026-08-17T21:30:07.799839Z,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30,193,0.0,,,,0
